Suburb|Address|Rooms|Type|Price|Method|SellerG|Date|Distance|Postcode|Bedroom2|Bathroom|Car|Landsize|BuildingArea|YearBuilt|CouncilArea|Lattitude|Longtitude|Regionname|Propertycount
Sunbury|64 Station St|3|h|755000.0|S|Brad|24/06/2017|-285005.49241298065|3429.0|3.0|1.0|2.0|1011.0|1288037.6464538644||Hume|-37.58419|144.73188000000005|Western Metropolitan|14092.0
Malvern East|44 Thurso St|4|h|1300000.0|S|J|3/09/2016|1020521.6332635421|3145.0|3.0|2.0|2.0|644.0|679463.2312526918||Stonnington|-37.8747|145.0836|Southern Metropolitan|8801.0
Yarraville|136 Hyde St|4|h|1150000.0|S|hockingstuart|17/09/2016|1011691.845334286|3013.0|4.0|2.0|2.0|482.0|550069.5540412674||Maribyrnong|-37.815|144.8968|Western Metropolitan|6543.0
Brighton|2 Gatehouse Pl|2|t|1400000.0|S|RT|28/08/2016|228175.70767034308|3186.0|2.0|2.0|1.0|267.0|2368524.8182862867||Bayside|-37.9159|144.9933|Southern Metropolitan|10579.0
Doncaster|41 Pettys La|4|h|1225000.0|S|Ray|7/11/2016|1403504.0195973285|3108.0|4.0|3.0|2.0|740.0|861911.8977945978|1985.0|Manningham|-37.7912|145.1127|Eastern Metropolitan|9028.0
West Footscray|106 Summerhill Rd|3|h|1040000.0|S|Jas|20/05/2017|930132.9916808123|3012.0|3.0|1.0|1.0|330.0|701383.5265199983||Maribyrnong|-37.7961|144.8815|Western Metropolitan|5058.0
Kingsbury|5 Golf Av|3|h|635000.0|S|Nelson|28/05/2016|346867.5174945621|3083.0|||||1069989.7005823709|||||Northern Metropolitan|1414.0
South Melbourne|7 Emerald Wy|3|h|1350000.0|VB|Cayzer|15/10/2016|391208.7858397708|3205.0|||||1058899.2202856604|||||Southern Metropolitan|5943.0
Reservoir|3/13 Nisbett St|2|u|481000.0|S|Barry|18/03/2017|1438690.203233895|3073.0|||||379040.1023958295|||||Northern Metropolitan|21650.0
Heidelberg Heights|396 Waterdale Rd|3|h|697500.0|PI|Nelson|12/08/2017|-489260.1844004043|3081.0|2.0|1.0|2.0|829.0|875673.8870029827||Moreland|-37.71259000000001|144.91218999999995|Eastern Metropolitan|2947.0
Ivanhoe East|5/3 Rotherwood Rd|2|u|470000.0|VB|Nelson|6/08/2016|-394631.0421506453|3079.0|2.0|1.0|1.0|1473.0|68006.04780235747|1960.0|Banyule|-37.7713|145.0499|Eastern Metropolitan|1554.0
Epping|11 Grimwade Ct|3|h|540000.0|S|R&H|3/06/2017|491665.0133970031|3076.0|3.0|1.0|4.0|699.0|237489.58332379372|1988.0|Whittlesea|-37.65105|145.04613|Northern Metropolitan|10926.0
Moorabbin|8b William St|4|h|1140000.0|SA|Buxton|4/06/2016|-194244.6255648448|3189.0|4.0|2.0|1.0|318.0|974064.7498513741|2015.0|Kingston|-37.9443|145.0448|Southern Metropolitan|2555.0
Altona|24 McIntyre Dr|3|h|753000.0|S|Barlow|27/06/2016|356438.92448777595|3018.0|3.0|2.0|2.0|529.0|467955.010474489||Hobsons Bay|-37.8612|144.8247|Western Metropolitan|5301.0
Toorak|296A Williams Rd|3|h|2840000.0|PI|Marshall|11/03/2017|4559347.5036023585|3142.0|3.0|2.0|4.0|1317.0|2723952.2873069504|2000.0|Stonnington|-37.838|145.0054|Southern Metropolitan|7217.0
Kensington|2/2 McCracken St|2|t|811000.0|SP|Biggin|20/05/2017|416028.6081682507|3031.0|2.0|1.0|0.0|113.0|1112378.6600245151||Melbourne|-37.7898|144.9276|Northern Metropolitan|5263.0
Richmond|29 Bennett St|3|h|1088000.0|S|Jellis|16/04/2016|1506296.5264187318|3121.0|3.0|3.0|2.0|168.0|1768980.4202538375|1915.0|Yarra|-37.8126|145.0064|Northern Metropolitan|14949.0
Glenroy|139 John St|3|h|765500.0|S|Barry|18/06/2016|171915.69617567875|3046.0|3.0|2.0|2.0|780.0|836900.2817817358|1970.0|Moreland|-37.6955|144.9389|Northern Metropolitan|8870.0
Kingsville|85 Empress Av|4|h|1210000.0|SP|Greg|18/06/2016|-358914.8618366351|3012.0|||||166073.48399611074|||||Western Metropolitan|1808.0
Malvern East|2 Tennyson St|4|h|2001000.0|S|Marshall|15/10/2016|1724071.22151977|3145.0|4.0|2.0|2.0|526.0|2079821.3384669344|1910.0|Stonnington|-37.8771|145.0505|Southern Metropolitan|8801.0
Werribee|15 Retreat Pl|4|h|645000.0|S|YPA|1/07/2017|2579061.768771172|3030.0|4.0|2.0|2.0|702.0|1546291.770964076||Wyndham|-37.8967|144.65264|Western Metropolitan|16166.0
Ivanhoe East|333 The Boulevard|5|h|1797000.0|S|hockingstuart|22/05/2016|310760.1645338859|3079.0|4.0|3.0|3.0|826.0|1414808.832681136|1955.0|Banyule|-37.7793|145.0654|Eastern Metropolitan|1554.0
Reservoir|39 Taylor Av|3|h|633000.0|SP|Ray|28/05/2016|594914.3141846283|3073.0|||||546158.6030358239|||||Northern Metropolitan|21650.0
Kew|14/25 Derby St|2|u|588000.0|S|Jellis|4/06/2016|1224021.017463115|3101.0|2.0|1.0|1.0|0.0|1318927.073092734|1982.0|Boroondara|-37.8034|145.0369|Southern Metropolitan|10331.0
Pascoe Vale|1/4 Perkin Av|2|h|517500.0|S|Nelson|7/05/2016|392673.695384698|3044.0|||||303680.79779275466|||||Northern Metropolitan|7485.0
Preston|3/9 Mihil St|2|h|651000.0|S|Woodards|27/11/2016|1192497.7342142148|3072.0|||||-61353.67854768807|||||Northern Metropolitan|14577.0
Ivanhoe|9/88 Marshall St|2|u|480000.0|VB|Miles|3/09/2016|-1004982.2532142494|3079.0|2.0|1.0|1.0|0.0|235899.58824922226||Banyule|-37.77|145.0472|Eastern Metropolitan|5549.0
Burwood|1/35 Haig St|4|t|1500000.0|VB|Noel|22/08/2016|3117523.52894792|3125.0|||||1582187.950597699|||||Southern Metropolitan|5678.0
Preston|3/26 Belgrove St|2|h|620000.0|S|hockingstuart|29/04/2017|2996.2237975932653|3072.0|||||850000.0556663771|||||Northern Metropolitan|14577.0
Preston|31 Belgrove St|3|h|1186000.0|SP|Nelson|28/05/2016|1327356.9643390956|3072.0|2.0|1.0|1.0|713.0|753437.5290145592|1960.0|Darebin|-37.7436|145.0191|Northern Metropolitan|14577.0
Doncaster|42 Studley Ct|4|h|1460000.0|SP|Parkes|18/06/2016|-393127.230358514|3108.0|4.0|2.0|2.0|840.0|1166172.9096047468||Manningham|-37.78|145.1145|Eastern Metropolitan|9028.0
Melbourne|307/9 Commercial Rd|2|u|422000.0|S|LITTLE|29/07/2017|1432614.379986166|3000.0|2.0|1.0|1.0|2008.0|236458.09039319784||Melbourne|-37.79741|144.92614|Northern Metropolitan|17496.0
Gowanbrae|13 Seggan Cir|3|h|500000.0|S|Nelson|4/03/2017|154496.41367836262|3043.0|3.0|2.0|1.0|140.0|1167394.790679067||Moreland|-37.7071|144.8959|Western Metropolitan|1071.0
Templestowe Lower|1/6 Union St|2|t|731000.0|S|Jellis|22/07/2017|1762738.0975902912|3107.0|3.0|1.0|3.0|1950.0|863879.6283347115||Brimbank|-37.79337|144.8418|Eastern Metropolitan|5420.0
Kings Park|12 Tanglewood St|3|h|530000.0|SP|YPA|1/07/2017|-225989.26167791488|3021.0|3.0|1.0|1.0|532.0|731123.9818335584|1975.0|Brimbank|-37.731|144.77387|Western Metropolitan|2878.0
Carnegie|2/79 Mimosa Rd|2|t|855000.0|S|Gary|16/04/2016|1423560.2246164884|3163.0|2.0|1.0|1.0|158.0|929138.3602889369|1994.0|Glen Eira|-37.8886|145.05200000000005|Southern Metropolitan|7822.0
Bulleen|28 Flinders St|2|h|903000.0|S|Barry|26/07/2016|791446.2796268878|3105.0|2.0|1.0|1.0|591.0|1405341.189212684|1965.0|Manningham|-37.7679|145.0978|Eastern Metropolitan|4480.0
Altona North|2 Gadsden St|3|h|728500.0|S|Jas|22/08/2016|1197204.0979078824|3025.0|3.0|1.0|1.0|531.0|831665.5056349874|1960.0|Hobsons Bay|-37.8277|144.8385|Western Metropolitan|5132.0
Kensington|10 Mulgrave St|2|h|786000.0|S|Biggin|28/08/2016|973056.0861482442|3031.0|2.0|1.0|0.0|149.0|594330.9897912353||Melbourne|-37.7908|144.9309|Northern Metropolitan|5263.0
Camberwell|4/26 Cornell St|2|h|706000.0|S|Fletchers|28/08/2016|-240359.8365236577|3124.0|2.0|1.0|1.0|95.0|734245.2021694924|1960.0|Boroondara|-37.8399|145.0912|Southern Metropolitan|8920.0
Richmond|45 Westbank Tce|2|h|1045000.0|S|Jellis|18/06/2016|780829.0501814388|3121.0|2.0|1.0|1.0|138.0|1243578.8538068037|1890.0|Yarra|-37.8218|145.0132|Northern Metropolitan|14949.0
South Yarra|202/800 Chapel St|2|u|840000.0|S|Beller|25/02/2017|1109824.1347221106|3141.0|2.0|2.0|1.0|0.0|1276673.2785204556|2002.0|Stonnington|-37.8361|144.9966|Southern Metropolitan|14887.0
Ashwood|37 Jingella Av|3|h|1100000.0|PI|Buxton|29/04/2017|2916364.372298509|3147.0|||||-60933.16547159058|||||Southern Metropolitan|2894.0
Yallambie|23 Cascades Vw|3|h|670000.0|VB|Darren|22/08/2016|979271.935804757|3085.0|||||709892.539357853|||||Northern Metropolitan|1369.0
Elwood|9/457 St Kilda St|2|u|695000.0|S|hockingstuart|8/04/2017|497020.7034472999|3184.0|2.0|1.0|1.0|845.0|923653.6963588696|1970.0|Port Phillip|-37.8888|144.991|Southern Metropolitan|8989.0
Mont Albert|72 Zetland Rd|4|h|1462000.0|S|Fletchers|27/05/2017|1362419.1535811294|3127.0|4.0|2.0|0.0|420.0|1639958.313504031|1910.0|Whitehorse|-37.81788|145.11453999999995|Eastern Metropolitan|2079.0
Windsor|1/60 McIlwrick St|2|u|611000.0|S|Hodges|4/03/2017|-744182.6051863206|3181.0|2.0|1.0|1.0|598.0|812022.403340603|1940.0|Stonnington|-37.8564|144.9971|Southern Metropolitan|4380.0
Epping|2/4 Grimwade Ct|2|u|437000.0|S|hockingstuart|1/07/2017|244791.68520847266|3076.0|2.0|1.0|2.0|351.0|1072009.5982184974|2000.0|Whittlesea|-37.65099|145.04663|Northern Metropolitan|10926.0
Carlton North|984 Lygon St|2|h|1150000.0|VB|Nelson|24/09/2016|1365411.338007146|3054.0|2.0|1.0|2.0|373.0|450977.59104175604||Yarra|-37.7828|144.9702|Northern Metropolitan|3106.0
Kew|18 Finhaven Ct|4|h|2250000.0|VB|Marshall|13/08/2016|3010916.74534822|3101.0|||||2651139.2322924985|||||Southern Metropolitan|10331.0
North Melbourne|11/368 Dryburgh St|1|u|358000.0|SP|Jellis|27/11/2016|3950139.337660248|3051.0|1.0|1.0|1.0|649.0|187418.3377372002|1970.0|Melbourne|-37.7971|144.9448|Northern Metropolitan|6821.0
Ivanhoe|3/45 Locksley Rd|3|t|970000.0|VB|Barry|17/06/2017|-185587.768069881|3079.0|||||663947.9540498349|||||Eastern Metropolitan|5549.0
Bentleigh East|96 Paloma St|4|h|515000.0|S|hockingstuart|3/12/2016|773996.6818361601|3165.0|||||631948.2955048562|||||Southern Metropolitan|10969.0
Camberwell|1088 Toorak Rd|8|h|2200000.0|PI|Ross|8/07/2017|1747634.936952781|3124.0|3.0|1.0|3.0|585.0|2136140.515112804||Whitehorse|-37.80233|145.14298|Southern Metropolitan|8920.0
Balaclava|3/33 Gourlay St|2|u|540000.0|VB|McGrath|27/06/2016|397677.4206768797|3183.0|2.0|1.0|1.0|483.0|1146246.3156293416|1970.0|Port Phillip|-37.8727|144.9969|Southern Metropolitan|2952.0
Ashwood|50 Cassinia Av|3|h|1232800.0|S|Fletchers|12/06/2016|659302.0084577142|3147.0|||||1890092.089432827|||||Southern Metropolitan|2894.0
Spotswood|1/39 Stephenson St|3|u|660000.0|S|RT|22/04/2017|2073339.81418876|3015.0|3.0|1.0|1.0|221.0|1606495.1580794612|2003.0|Hobsons Bay|-37.8297|144.8752|Western Metropolitan|1223.0
Rowville|71 Kellbourne Dr|4|h|860000.0|S|Fletchers|24/06/2017|1424113.888433973|3178.0|4.0|2.0|0.0|725.0|927275.1325779157|1985.0|Knox|-37.9088|145.26318999999995|South-Eastern Metropolitan|11667.0
Tarneit|30 Homestead Av|4|h|810000.0|VB|hockingstuart|1/07/2017|-352326.7893346939|3029.0|||||1098660.152664226|||||Western Metropolitan|10160.0
Keysborough|33 Turramurra Dr|4|h|761000.0|S|Barry|1/07/2017|502084.29699380655|3173.0|4.0|1.0|2.0|680.0|386803.5521577717|1970.0|Greater Dandenong|-37.9865|145.16767|South-Eastern Metropolitan|8459.0
Altona Meadows|1/47 Tatman Dr|2|u|415000.0|S|Barlow|3/06/2017|704237.6958173818|3028.0|2.0|1.0|1.0||456873.33690551354|||-37.88252|144.79076|Western Metropolitan|7630.0
Reservoir|9 Ayr St|4|h|670000.0|SP|Ray|16/04/2016|-351679.39757147303|3073.0|4.0|2.0|2.0|578.0|853992.0270178462||Darebin|-37.7064|145.0321|Northern Metropolitan|21650.0
Glen Iris|2 Kialla Av|5|h|2505000.0|SP|Marshall|12/11/2016|3330266.590519758|3146.0|||||2108198.430501659|||||Southern Metropolitan|10412.0
Balaclava|2/360 Carlisle St|2|u|820000.0|S|Gary|19/11/2016|922238.5086246612|3183.0|2.0|1.0|1.0|0.0|543843.0723433571||Port Phillip|-37.8691|144.9974|Southern Metropolitan|2952.0
Cheltenham|37 Woodland Dr|3|h|755000.0|SP|Ray|27/05/2017|1691123.8479510276|3192.0|3.0|1.0|2.0|350.0|411065.92889304506||Kingston|-37.95342|145.06026|Southern Metropolitan|9758.0
Altona North|22 Joel Av|3|h|680000.0|SP|Hunter|14/05/2016|1150305.963688958|3025.0|||||-185730.56963959348|||||Western Metropolitan|5132.0
Pascoe Vale|308 Sussex St|2|h|650000.0|VB|Raine|27/05/2017|536639.5055472039|3044.0|2.0|1.0|2.0|605.0|1141129.04262237||Moreland|-37.71878|144.95176|Northern Metropolitan|7485.0
Watsonia|4 French Ct|3|h|660000.0|S|Ken|3/12/2016|1255866.8366800523|3087.0|3.0|1.0|0.0|583.0|242087.14445794892|1970.0|Banyule|-37.7137|145.0778|Northern Metropolitan|2329.0
Heatherton|24 Genine Av|2|h|875000.0|SP|Greg|17/06/2017|1127640.7839466305|3202.0|||||1259217.1335157142|||||South-Eastern Metropolitan|1048.0
Bentleigh|8B McKittrick Rd|4|t|1320000.0|S|Buxton|27/11/2016|352578.17899410287|3204.0|4.0|3.0|3.0|346.0|1394120.5785029423|2010.0|Glen Eira|-37.9294|145.041|Southern Metropolitan|6795.0
Heathmont|61 Canterbury Rd|3|h|751000.0|SP|Mandy|22/07/2017|693808.8445683137|3135.0|3.0|1.0|1.0||1243838.1559715248||Hume|-37.69584|144.89379|Eastern Metropolitan|3794.0
Northcote|141 Arthurton Rd|2|h|910000.0|S|Nelson|12/11/2016|-1324429.6075841994|3070.0|2.0|1.0|2.0|229.0|-101281.02205710288|1900.0|Darebin|-37.7681|144.9877|Northern Metropolitan|11364.0
Altona|1/20 Mulga St|3|t|765000.0|S|Williams|17/06/2017|1035065.2820996431|3018.0|3.0|2.0|2.0|200.0|944325.6695241048|2007.0|Hobsons Bay|-37.86837|144.81502|Western Metropolitan|5301.0
Airport West|241 Parer Rd|5|h|755000.0|PI|Propertyau|14/05/2016|135726.71151111578|3042.0|3.0|2.0|2.0|596.0|1328762.1682277794||Moonee Valley|-37.7248|144.8699|Western Metropolitan|3464.0
Reservoir|54 Pine St|3|h|793000.0|S|Barry|26/07/2016|343493.54224197305|3073.0|3.0|1.0|2.0|589.0|643899.0468646819|1950.0|Darebin|-37.7195|144.9982|Northern Metropolitan|21650.0
Dandenong|40 Grandview Av|3|h|585000.0|S|McLennan|1/07/2017|54148.045200437664|3175.0|||||795754.7236809514|||||South-Eastern Metropolitan|10894.0
West Melbourne|9/561 Spencer St|3|u|995000.0|S|Alexkarbon|18/03/2017|1526858.969398569|3003.0|3.0|1.0|1.0|0.0|1108802.1431624596|1940.0|Melbourne|-37.8076|144.9474|Northern Metropolitan|2230.0
Tarneit|4 Welford St|4|h|560000.0|SP|Reliance|12/08/2017|2497354.735824262|3029.0|1.0|1.0|0.0|0.0|274480.5118615897||Stonnington|-37.84368|144.99577|Western Metropolitan|10160.0
Canterbury|11 Parlington St|4|h|3250000.0|VB|Jellis|12/08/2017|2633286.384120649|3126.0|||||2543010.61179784|||||Southern Metropolitan|3265.0
Rosanna|166 Rosanna Rd|3|h|620000.0|VB|Miles|10/12/2016|1377700.7760802687|3084.0|3.0|1.0|0.0|454.0|150569.78605746187|1940.0|Banyule|-37.7449|145.072|Eastern Metropolitan|3540.0
Essendon|118a Ogilvie St|3|t|955000.0|S|Barry|10/09/2016|98678.01457864302|3040.0|||||1361738.4210684395|||||Western Metropolitan|9264.0
Glen Iris|2/37 Aintree Rd|2|u|762000.0|S|Jellis|27/05/2017|1347125.7535305815|3146.0|2.0|1.0|1.0|730.0|763748.3027649012|1875.0|Stonnington|-37.85563|145.04369|Southern Metropolitan|10412.0
Northcote|81 Mitchell St|5|h|2700000.0|S|hockingstuart|14/05/2016|3743143.393761837|3070.0|4.0|3.0|3.0|490.0|3008731.668630145|1920.0|Darebin|-37.7726|145.0048|Northern Metropolitan|11364.0
St Kilda|201/8 Blanche St|2|u|561000.0|S|hockingstuart|14/05/2016|745806.0522049007|3182.0|2.0|1.0|1.0|0.0|846821.1625771428||Port Phillip|-37.8653|144.9824|Southern Metropolitan|13240.0
West Footscray|17 Braid St|2|h|650000.0|VB|Sweeney|8/04/2017|1583083.4380504203|3012.0|2.0|1.0|1.0|452.0|1582896.3678905496|1950.0|Maribyrnong|-37.804|144.8772|Western Metropolitan|5058.0
Taylors Hill|16 Kirribilli Bvd|3|h|680000.0|PI|Barry|3/06/2017|1478734.075729673|3037.0|3.0|2.0|2.0|666.0|251824.1135161075|2005.0|Melton|-37.71594|144.7415|Western Metropolitan|4242.0
Altona|7 Cowra St|3|h|840000.0|SP|hockingstuart|8/04/2017|407565.58939053456|3018.0|3.0|1.0|2.0|577.0|599185.7565058264||Hobsons Bay|-37.864|144.8161|Western Metropolitan|5301.0
Kew East|4 Meldrum St|4|h|1750000.0|VB|Jellis|12/08/2017|1147537.5678862894|3102.0|||||1841186.1211576168|||||Southern Metropolitan|2671.0
Preston|39 William St|3|h|972500.0|S|Nelson|3/06/2017|733621.9411270504|3072.0|3.0|1.0|1.0|448.0|1181792.775456145|1930.0|Darebin|-37.73443|145.00201|Northern Metropolitan|14577.0
Surrey Hills|26 Newton St|4|h|2060000.0|S|Fletchers|18/03/2017|2525394.118694716|3127.0|4.0|2.0|2.0|745.0|2578389.9006605656||Whitehorse|-37.8299|145.1088|Southern Metropolitan|5457.0
West Footscray|24 Elphinstone St|4|h|1300000.0|SP|Jas|29/07/2017|1683991.7550206361|3012.0|3.0|2.0|2.0||519200.43898290343||Whitehorse|-37.83358|145.09884|Western Metropolitan|5058.0
Maribyrnong|31 Hillsdale Av|3|h|700000.0|S|Nelson|8/10/2016|666098.5688785547|3032.0|||||88963.15228415617|||||Western Metropolitan|4918.0
Highett|1/1 Peterson St|3|t|1030000.0|PI|Hodges|29/07/2017|355750.3374913133|3190.0|2.0|1.0|1.0|1960.0|952096.9947660023|81.0|Stonnington|-37.85572|145.04553|Southern Metropolitan|4794.0
Carnegie|10/68 Woornack Rd|1|u|260000.0|VB|Gary|7/05/2016|-497908.1970185589|3163.0|1.0|1.0|1.0|0.0|493248.5378003401|1968.0|Glen Eira|-37.8983|145.0627|Southern Metropolitan|7822.0
Southbank|125/173 City Rd|1|u|425000.0|VB|Greg|16/04/2016|-780260.903832957|3006.0|1.0|1.0|1.0|0.0|238157.4708817516|2004.0|Melbourne|-37.8245|144.9622|Southern Metropolitan|8400.0
Maribyrnong|28 Blair St|2|t|400000.0|PI|Rendina|24/09/2016|1060138.3564520709|3032.0|2.0|1.0|2.0|54.0|715349.0211193347|2000.0|Maribyrnong|-37.774|144.8797|Western Metropolitan|4918.0
Collingwood|6 Forest St|2|h|981000.0|S|Jellis|17/09/2016|1206570.3154608386|3066.0|2.0|1.0|0.0|188.0|681544.7102288336|1900.0|Yarra|-37.7964|144.9923|Northern Metropolitan|4553.0
Moonee Ponds|6 Robinson St|4|h|1640000.0|S|Brad|16/07/2016|1566033.071432233|3039.0|4.0|2.0|1.0|435.0|1781490.2315857776|1920.0|Moonee Valley|-37.7601|144.9228|Western Metropolitan|6232.0
Oak Park|1/13 Cartwright St|3|h|590000.0|VB|hockingstuart|27/06/2016|217365.37195334805|3046.0|||||658998.9085430768|||||Northern Metropolitan|2651.0
Pascoe Vale|123 Cumberland Rd|3|h|870000.0|PI|Ray|1/07/2017|-692170.1385244019|3044.0|3.0|1.0|2.0|654.0|761145.7472186687||Moreland|-37.72796|144.93885|Northern Metropolitan|7485.0
Brighton East|5 Tuxen Ct|5|h|1655000.0|S|Buxton|27/11/2016|591984.7216776311|3187.0|5.0|2.0|2.0|679.0|1488786.9103226452|1950.0|Bayside|-37.9291|145.0283|Southern Metropolitan|6938.0
Glenroy|123 Glenroy Rd|3|h|670000.0|S|Stockdale|6/08/2016|230867.1384801647|3046.0|3.0|1.0|1.0|652.0|1063908.9537592805||Moreland|-37.7062|144.9261|Northern Metropolitan|8870.0
South Yarra|6/90 Clowes St|2|u|945000.0|PI|Castran|24/06/2017|804798.9258008103|3141.0|2.0|1.0|1.0|708.0|1309678.4909321128|1970.0|Melbourne|-37.83041|144.98494|Southern Metropolitan|14887.0
Reservoir|1/39 Winter Cr|2|h|428000.0|S|Nelson|3/09/2016|-16224.35961855069|3073.0|||||498591.8265490179|||||Northern Metropolitan|21650.0
Flemington|4 Illawarra Rd|2|h|860000.0|S|Nelson|12/11/2016|1996875.662767573|3031.0|2.0|1.0|0.0|202.0|192502.82499607455||Moonee Valley|-37.7849|144.9257|Northern Metropolitan|3593.0
Albert Park|91 Page St|3|h|2150000.0|S|Marshall|20/05/2017|529358.7539704673|3206.0|3.0|1.0|1.0|163.0|2928328.173739648|1890.0|Port Phillip|-37.8473|144.955|Southern Metropolitan|3280.0
Glenroy|2/15 Ogden St|3|t|525000.0|S|Jellis|1/07/2017|2822390.314030402|3046.0|3.0|1.0|1.0|194.0|524581.0074705536|2011.0|Moreland|-37.70168|144.94862|Northern Metropolitan|8870.0
Coburg North|38B Livingstone St|4|h|895000.0|S|Nelson|3/12/2016|1028669.9312395359|3058.0|4.0|2.0|2.0|661.0|888839.6060869448||Moreland|-37.7246|144.9828|Northern Metropolitan|3445.0
Brighton East|92 Thomas St|5|h|3207000.0|S|hockingstuart|10/12/2016|2920337.2657650025|3187.0|5.0|5.0|3.0|1561.0|2489510.7519595283|1969.0|Bayside|-37.9102|145.0245|Southern Metropolitan|6938.0
Reservoir|2/2 Elsey Rd|2|u|525000.0|S|Harcourts|23/04/2016|125554.94617973047|3073.0|3.0|1.0|2.0|284.0|-361522.4882866289|2014.0|Darebin|-37.705|145.0152|Northern Metropolitan|21650.0
Thornbury|10 Speight St|3|h|1200000.0|S|Woodards|20/05/2017|821518.9060277344|3071.0|3.0|1.0|1.0|447.0|532402.7499029482||Darebin|-37.7622|145.0074|Northern Metropolitan|8870.0
Thornbury|19 Alston St|3|h|1250000.0|PI|Jellis|24/06/2017|576426.9901905516|3071.0|3.0|1.0|2.0|695.0|1352801.5045129368|1960.0|Darebin|-37.75506|145.01841000000005|Northern Metropolitan|8870.0
Pascoe Vale|16/43 Arndt Rd|2|u|541000.0|S|Nelson|22/07/2017|762849.9507051399|3044.0|||||-350980.89782186865|||||Northern Metropolitan|7485.0
Bentleigh|38 Leckie St|3|h|1390000.0|S|Buxton|15/10/2016|2057487.3105659813|3204.0|3.0|1.0|2.0|723.0|1366629.553696413|1925.0|Glen Eira|-37.9203|145.048|Southern Metropolitan|6795.0
Glenroy|1/25 Morell St|3|h|420000.0|PI|Raine|15/10/2016|952647.3371354259|3046.0|3.0|1.0|2.0|0.0|409072.6755262138|1960.0|Moreland|-37.7025|144.9504|Northern Metropolitan|8870.0
Pascoe Vale|7 Virginia St|3|h|770000.0|S|Nelson|3/09/2016|1625845.1469958252|3044.0|3.0|1.0|4.0|560.0|1113158.08851051|1960.0|Moreland|-37.7156|144.9429|Northern Metropolitan|7485.0
Hampton|4/32 Linacre Rd|2|u|750000.0|PI|hockingstuart|18/06/2016|1537654.8828765068|3188.0|2.0|1.0|2.0|153.0|207215.87866407481|1970.0|Bayside|-37.9429|145.0049|Southern Metropolitan|5454.0
Craigieburn|1 Consort Pl|4|h|615000.0|S|YPA|12/08/2017|1601805.5376464422|3064.0|3.0|2.0|2.0|456.0|-68837.35678919603||Boroondara|-37.84349|145.07367|Northern Metropolitan|15510.0
Richmond|401/1 Railway Pl|2|u|685000.0|S|hockingstuart|20/05/2017|1928138.1769718144|3121.0|||||-52245.24284215807|||||Northern Metropolitan|14949.0
Balaclava|6/18 Orange Gr|1|u|290000.0|S|Jellis|3/06/2017|137768.25339538668|3183.0|1.0|1.0|1.0|880.0|227422.0957682281||Port Phillip|-37.86752|144.99668|Southern Metropolitan|2952.0
Malvern East|4/24 Hyslop Pde|2|u|820000.0|S|Besser|22/05/2016|1302934.4560012654|3145.0|2.0|2.0|1.0|0.0|-160588.79053578002|2013.0|Stonnington|-37.8823|145.0729|Southern Metropolitan|8801.0
Strathmore|13 Woolart St|3|h|910000.0|S|Nelson|15/10/2016|1248586.898439824|3041.0|3.0|1.0|2.0|692.0|1209621.328052599|1960.0|Moonee Valley|-37.7217|144.9074|Western Metropolitan|3284.0
Carnegie|9 Vine Gr|2|h|1630000.0|S|Woodards|22/07/2017|607222.894527803|3163.0|3.0|1.0|2.0|1987.0|1603130.7670067474|173.0|Knox|-37.8424|145.29433999999995|Southern Metropolitan|7822.0
Bentleigh|7 Rosina St|4|h|1920000.0|S|hockingstuart|20/05/2017|2554091.632855919|3204.0|4.0|2.0|2.0|650.0|1337123.089703711|1996.0|Glen Eira|-37.9323|145.0445|Southern Metropolitan|6795.0
Preston|91 Bruce St|3|h|1150000.0|S|hockingstuart|7/11/2016|928101.1195049031|3072.0|3.0|1.0|2.0|566.0|712733.1773293045|1910.0|Darebin|-37.7418|144.9934|Northern Metropolitan|14577.0
Hampton|118 Ludstone St|2|h|1615000.0|SA|Chisholm|12/11/2016|3254257.772318736|3188.0|2.0|1.0|1.0|801.0|1766341.1755935275|1934.0|Bayside|-37.9348|145.0162|Southern Metropolitan|5454.0
Bentleigh|24a Atkinson St|3|t|1486000.0|S|Buxton|27/06/2016|2671724.624310406|3204.0|||||1508524.4168182425|||||Southern Metropolitan|6795.0
